Project,Method,ReleaseID,LOC,StmtCount,Cyclomatic,Cognitive,DistinctOperators,DistinctOperands,DistinctOperands,TotalOperands,Vocabulary,Length,Volume,Difficulty,Effort,MaxNestingDepth,isLongMethod,isGodClass,isFeatureEnvy,isDuplicatedCode,Buggy
avro,"ThreadLocal<T> of(Supplier<? extends T>)",main,9,4,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,no
avro,"T initialValue()",main,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,no
avro,"void addParentField(Field)",main,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,no
avro,"String toString()",main,8,6,1,0,1,8,2,9,9.0,11.0,34.86917501586544,0.5625,19.61391094642431,0,0,0,0,0,no
avro,"Object getValue()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"SchemaFormatter getDefaultFormatter()",main,4,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"String format(Schema)",main,4,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,no
avro,"Class<T> getConvertedType()",main,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"String getLogicalTypeName()",main,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"String adjustAndSetValue(String, String)",main,3,2,1,0,1,4,3,4,5.0,7.0,16.253496664211536,0.5,8.126748332105768,0,0,0,0,0,no
avro,"Schema getRecommendedSchema()",main,3,2,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,no
avro,"T fromBoolean(Boolean, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"T fromInt(Integer, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"T fromLong(Long, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"T fromFloat(Float, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"T fromDouble(Double, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"T fromCharSequence(CharSequence, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"T fromEnumSymbol(GenericEnumSymbol<?>, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"T fromFixed(GenericFixed, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"T fromBytes(ByteBuffer, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"T fromArray(Collection<?>, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"T fromMap(Map<?, ?>, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"T fromRecord(IndexedRecord, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"Boolean toBoolean(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"Integer toInt(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"Long toLong(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"Float toFloat(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"Double toDouble(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"CharSequence toCharSequence(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"GenericEnumSymbol<?> toEnumSymbol(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"GenericFixed toFixed(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"ByteBuffer toBytes(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"Collection<?> toArray(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"Map<?, ?> toMap(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"IndexedRecord toRecord(T, Schema, LogicalType)",main,3,2,1,0,1,3,1,3,4.0,4.0,8.0,0.5,4.0,0,0,0,0,0,no
avro,"Class<UUID> getConvertedType()",main,4,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"Schema getRecommendedSchema()",main,4,2,1,0,0,5,0,6,5.0,6.0,13.931568569324174,0.0,0.0,0,0,0,0,0,no
avro,"String getLogicalTypeName()",main,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"UUID fromCharSequence(CharSequence, Schema, LogicalType)",main,4,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,no
avro,"CharSequence toCharSequence(UUID, Schema, LogicalType)",main,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,no
avro,"UUID fromFixed(GenericFixed, Schema, LogicalType)",main,7,5,1,0,0,8,0,10,8.0,10.0,30.0,0.0,0.0,0,0,0,0,0,no
avro,"GenericFixed toFixed(UUID, Schema, LogicalType)",main,7,5,1,0,1,11,1,15,12.0,16.0,57.359400011538504,0.6818181818181818,39.10868182604898,0,0,0,0,0,no
avro,"Class<BigDecimal> getConvertedType()",main,4,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"Schema getRecommendedSchema()",main,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"String getLogicalTypeName()",main,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"BigDecimal fromBytes(ByteBuffer, Schema, LogicalType)",main,8,5,1,0,0,8,0,10,8.0,10.0,30.0,0.0,0.0,0,0,0,0,0,no
avro,"ByteBuffer toBytes(BigDecimal, Schema, LogicalType)",main,6,3,1,0,1,7,1,9,8.0,10.0,30.0,0.6428571428571429,19.28571428571429,0,0,0,0,0,no
avro,"BigDecimal fromFixed(GenericFixed, Schema, LogicalType)",main,5,3,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,0,0,0,no
avro,"GenericFixed toFixed(BigDecimal, Schema, LogicalType)",main,16,10,2,0,3,20,3,32,23.0,35.0,158.32466846199546,2.4000000000000004,379.9792043087892,0,0,0,0,0,no
avro,"BigDecimal validate(LogicalTypes.Decimal, BigDecimal)",main,29,22,4,3,4,20,18,39,24.0,57.0,261.34286254110594,3.9,1019.2371639103131,2,0,0,0,0,no
avro,"Class<BigDecimal> getConvertedType()",main,4,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"String getLogicalTypeName()",main,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"BigDecimal fromBytes(ByteBuffer, Schema, LogicalType)",main,18,14,2,1,4,14,4,23,18.0,27.0,112.58797503894243,3.2857142857142856,369.93191798509656,1,0,0,0,0,no
avro,"ByteBuffer toBytes(BigDecimal, Schema, LogicalType)",main,21,16,2,1,1,16,1,26,17.0,27.0,110.36149671375918,0.8125,89.66871607992934,1,0,0,0,0,no
avro,"Schema getRecommendedSchema()",main,4,2,1,0,0,5,0,6,5.0,6.0,13.931568569324174,0.0,0.0,0,0,0,0,0,no
avro,"Class<TimePeriod> getConvertedType()",main,4,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"String getLogicalTypeName()",main,4,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"Schema getRecommendedSchema()",main,5,2,1,0,0,9,0,9,9.0,9.0,28.529325012980813,0.0,0.0,0,0,0,0,0,no
avro,"TimePeriod fromFixed(GenericFixed, Schema, LogicalType)",main,8,6,1,0,0,16,0,24,16.0,24.0,96.0,0.0,0.0,0,0,0,0,0,no
avro,"GenericFixed toFixed(TimePeriod, Schema, LogicalType)",main,9,7,1,0,0,15,0,22,15.0,22.0,85.95159310338741,0.0,0.0,0,0,0,0,0,no
avro,"Object convertToLogicalType(Object, Schema, LogicalType, Conversion<?>)",main,43,25,15,3,3,39,11,99,42.0,110.0,593.1549165056637,3.8076923076923075,2258.5514128484883,1,0,0,0,0,no
avro,"Object convertToRawType(Object, Schema, LogicalType, Conversion<T>)",main,44,26,15,3,3,42,11,125,45.0,136.0,746.8920211008358,4.464285714285714,3334.3393799144455,1,0,0,0,0,no
avro,"Schema parse(ParseContext, URI, CharSequence)",main,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"void addProp(JsonProperties, String, JsonNode)",main,4,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,yes
avro,"JsonNode putIfAbsent(String, JsonNode)",main,8,6,2,1,1,7,1,10,8.0,11.0,33.0,0.7142857142857143,23.571428571428573,1,0,0,0,0,yes
avro,"JsonNode put(String, JsonNode)",main,4,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,yes
avro,"Set<Map.Entry<String, JsonNode>> entrySet()",main,26,10,1,0,0,6,0,8,6.0,8.0,20.67970000576925,0.0,0.0,0,0,0,0,0,yes
avro,"Iterator<Map.Entry<String, JsonNode>> iterator()",main,16,6,1,0,0,5,0,6,5.0,6.0,13.931568569324174,0.0,0.0,0,0,0,0,0,yes
avro,"boolean hasNext()",main,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,yes
avro,"java.util.Map.Entry<String, JsonNode> next()",main,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,yes
avro,"int size()",main,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,yes
avro,"String getProp(String)",main,4,3,2,0,2,6,2,9,8.0,11.0,33.0,1.5,49.5,0,0,0,0,0,yes
avro,"JsonNode getJsonProp(String)",main,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,yes
avro,"Object getObjectProp(String)",main,3,2,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,0,0,0,yes
avro,"Object getObjectProp(String, Object)",main,4,3,2,0,1,8,1,9,9.0,10.0,31.699250014423125,0.5625,17.83082813311301,0,0,0,0,0,yes
avro,"void addProp(String, String)",main,3,2,1,0,0,5,0,5,5.0,5.0,11.60964047443681,0.0,0.0,0,0,0,0,0,yes
avro,"void addProp(String, Object)",main,7,6,2,1,0,5,0,9,5.0,9.0,20.89735285398626,0.0,0.0,1,0,0,0,0,yes
avro,"void putAll(JsonProperties)",main,4,3,1,0,0,6,0,7,6.0,7.0,18.094737505048094,0.0,0.0,0,0,0,0,0,yes
avro,"void addProp(String, JsonNode)",main,12,9,4,3,5,12,7,20,17.0,27.0,110.36149671375918,4.166666666666667,459.8395696406633,1,0,0,0,0,yes
avro,"void addAllProps(JsonProperties)",main,4,3,1,0,0,6,0,7,6.0,7.0,18.094737505048094,0.0,0.0,0,0,0,0,0,yes
avro,"Map<String, Object> getObjectProps()",main,6,5,1,0,0,11,0,13,11.0,13.0,44.97261104228487,0.0,0.0,0,0,0,0,0,yes
avro,"boolean propsContainsKey(String)",main,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,yes
avro,"void forEachProperty(BiConsumer<String, Object>)",main,6,5,1,0,0,9,0,10,9.0,10.0,31.699250014423125,0.0,0.0,0,0,0,0,0,yes
avro,"void writeProps(JsonGenerator)",main,4,3,1,0,0,7,0,8,7.0,8.0,22.458839376460833,0.0,0.0,0,0,0,0,0,yes
avro,"int propsHashCode()",main,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,yes
avro,"boolean propsEqual(JsonProperties)",main,3,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,yes
avro,"boolean hasProps()",main,3,2,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,yes
avro,"String format(Schema)",main,6,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,no
avro,"SchemaFormatter getDefaultFormatter()",main,4,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,no
avro,"SchemaFormatter getFormatterForVariant(String)",main,10,9,3,2,1,7,1,10,8.0,11.0,33.0,0.7142857142857143,23.571428571428573,2,0,0,0,0,no
avro,"Schema parseInternal(String...)",main,18,16,1,0,0,17,0,24,17.0,24.0,98.09910819000817,0.0,0.0,0,0,0,0,0,no
avro,"Schema parse(ParseContext, URI, CharSequence)",main,5,2,1,0,0,4,0,4,4.0,4.0,8.0,0.0,0.0,0,0,0,0,0,no
avro,"Schema parse(ParseContext, CharSequence, boolean)",main,8,6,2,1,0,8,0,9,8.0,9.0,27.0,0.0,0.0,1,0,0,0,0,no
avro,"String getName()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"Schema addToSchema(Schema)",main,6,5,1,0,0,6,0,9,6.0,9.0,23.264662506490403,0.0,0.0,0,0,0,0,0,no
avro,"void validate(Schema)",main,7,6,2,1,2,7,3,8,9.0,11.0,34.86917501586544,1.1428571428571428,39.85048573241764,1,0,0,0,0,no
avro,"LogicalType fromSchema(Schema)",main,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"String getTypeName()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"void register(LogicalTypeFactory)",main,4,3,1,0,0,6,0,8,6.0,8.0,20.67970000576925,0.0,0.0,0,0,0,0,0,no
avro,"void register(String, LogicalTypeFactory)",main,17,11,2,1,1,14,1,22,15.0,23.0,89.85848369899593,0.7857142857142857,70.60309433492537,1,0,0,0,0,no
avro,"Map<String, LogicalTypes.LogicalTypeFactory> getCustomRegisteredTypes()",main,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,no
avro,"LogicalType fromSchema(Schema)",main,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,no
avro,"LogicalType fromSchemaIgnoreInvalid(Schema)",main,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,no
avro,"LogicalType fromSchemaImpl(Schema, boolean)",main,68,47,18,4,3,41,16,70,44.0,86.0,469.51111920280755,2.5609756097560976,1202.4065247876779,1,1,0,0,0,no
avro,"Decimal decimal(int)",main,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,no
avro,"Decimal decimal(int, int)",main,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,no
avro,"BigDecimal bigDecimal()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"LogicalType uuid()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"LogicalType duration()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"Date date()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"TimeMillis timeMillis()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"TimeMicros timeMicros()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"TimestampMillis timestampMillis()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"TimestampMicros timestampMicros()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"TimestampNanos timestampNanos()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"LocalTimestampMillis localTimestampMillis()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"LocalTimestampMicros localTimestampMicros()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"LocalTimestampNanos localTimestampNanos()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"void validate(Schema)",main,10,8,3,2,4,9,8,18,13.0,26.0,96.21143267166839,4.0,384.84573068667356,1,0,0,0,0,no
avro,"void validate(Schema)",main,7,5,2,1,2,7,3,9,9.0,12.0,38.03910001730775,1.2857142857142858,48.907414307967116,1,0,0,0,0,no
avro,"Schema addToSchema(Schema)",main,7,5,1,0,0,7,0,11,7.0,11.0,30.880904142633646,0.0,0.0,0,0,0,0,0,no
avro,"int getPrecision()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"int getScale()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"void validate(Schema)",main,20,17,6,5,6,18,21,38,24.0,59.0,270.51278754254827,6.333333333333334,1713.247654436139,2,0,0,0,0,no
avro,"long maxPrecision(Schema)",main,12,10,3,2,3,14,5,20,17.0,25.0,102.1865710312585,2.142857142857143,218.97122363841106,2,0,0,0,0,no
avro,"boolean hasProperty(Schema, String)",main,3,2,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,no
avro,"int getInt(Schema, String)",main,8,6,3,1,2,11,6,16,13.0,22.0,81.40967379910403,1.4545454545454546,118.41407098051495,1,0,0,0,0,no
avro,"boolean equals(Object)",main,13,9,4,3,3,8,6,14,11.0,20.0,69.18863237274596,2.625,181.62015997845813,1,0,0,0,0,no
avro,"int hashCode()",main,6,4,1,0,3,4,3,6,7.0,9.0,25.26619429851844,2.25,56.848937171666485,0,0,0,0,0,no
avro,"void validate(Schema)",main,7,5,2,1,1,5,1,6,6.0,7.0,18.094737505048094,0.6,10.856842503028856,1,0,0,0,0,no
avro,"void validate(Schema)",main,7,5,2,1,1,5,1,6,6.0,7.0,18.094737505048094,0.6,10.856842503028856,1,0,0,0,0,no
avro,"void validate(Schema)",main,7,5,2,1,1,5,1,6,6.0,7.0,18.094737505048094,0.6,10.856842503028856,1,0,0,0,0,no
avro,"void validate(Schema)",main,7,5,2,1,1,5,1,6,6.0,7.0,18.094737505048094,0.6,10.856842503028856,1,0,0,0,0,no
avro,"void validate(Schema)",main,7,5,2,1,1,5,1,6,6.0,7.0,18.094737505048094,0.6,10.856842503028856,1,0,0,0,0,no
avro,"void validate(Schema)",main,7,5,2,1,1,5,1,6,6.0,7.0,18.094737505048094,0.6,10.856842503028856,1,0,0,0,0,no
avro,"void validate(Schema)",main,7,5,2,1,1,5,1,6,6.0,7.0,18.094737505048094,0.6,10.856842503028856,1,0,0,0,0,no
avro,"void validate(Schema)",main,7,5,2,1,1,5,1,6,6.0,7.0,18.094737505048094,0.6,10.856842503028856,1,0,0,0,0,no
avro,"void validate(Schema)",main,7,5,2,1,1,5,1,6,6.0,7.0,18.094737505048094,0.6,10.856842503028856,1,0,0,0,0,no
avro,"void validate(Schema)",main,7,5,2,1,1,5,1,6,6.0,7.0,18.094737505048094,0.6,10.856842503028856,1,0,0,0,0,no
avro,"boolean isOK()",main,3,2,1,0,1,1,1,1,2.0,2.0,2.0,0.5,1.0,0,0,0,0,0,no
avro,"String getErrors()",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"Result validate(String)",main,3,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,no
avro,"Result validate(String)",main,21,19,6,5,6,18,12,33,24.0,45.0,206.32331253245206,5.5,1134.7782189284862,2,0,0,0,0,no
avro,"Result validate(String)",main,21,19,6,5,6,17,13,33,23.0,46.0,208.0838499786226,5.823529411764706,1211.7824204637434,2,0,0,0,0,no
avro,"boolean isLetter(char)",main,3,2,1,0,4,5,7,8,9.0,15.0,47.548875021634686,3.2,152.156400069231,0,0,0,0,0,no
avro,"boolean isDigit(char)",main,3,2,1,0,3,3,3,4,6.0,7.0,18.094737505048094,2.0,36.18947501009619,0,0,0,0,0,no
avro,"boolean contains(String)",main,3,2,1,0,1,5,2,9,6.0,11.0,28.43458750793272,0.9,25.591128757139447,0,0,0,0,0,yes
avro,"Schema find(String, String)",main,14,11,4,2,3,13,4,24,16.0,28.0,112.0,2.769230769230769,310.15384615384613,1,0,0,0,0,yes
avro,"String fullName(String, String)",main,6,5,2,1,4,7,5,10,11.0,15.0,51.89147427955947,2.857142857142857,148.26135508445563,1,0,0,0,0,yes
avro,"Schema getNamedSchema(String)",main,7,6,2,1,2,6,2,10,8.0,12.0,36.0,1.6666666666666667,60.0,1,0,0,0,0,yes
avro,"void put(Schema)",main,20,17,5,4,5,18,9,31,23.0,40.0,180.94247824228052,4.305555555555555,779.0578924320411,2,0,0,0,0,yes
avro,"String requireValidFullName(String)",main,8,7,2,1,3,10,4,18,13.0,22.0,81.40967379910403,2.7,219.8061192575809,1,0,0,0,0,yes
avro,"void validateName(String, String)",main,6,5,2,1,2,9,5,11,11.0,16.0,55.350905898196764,1.2222222222222223,67.65110720890716,1,0,0,0,0,yes
avro,"boolean hasNewSchemas()",main,3,2,1,0,1,2,1,2,3.0,3.0,4.754887502163469,0.5,2.3774437510817346,0,0,0,0,0,yes
avro,"void commit()",main,4,3,1,0,0,4,0,5,4.0,5.0,10.0,0.0,0.0,0,0,0,0,0,yes
avro,"SchemaParser.ParseResult commit(Schema)",main,16,9,2,0,1,13,1,15,14.0,16.0,60.91767875292166,0.5769230769230769,35.14481466514711,0,0,0,0,0,yes
avro,"Schema mainSchema()",main,4,2,2,0,1,3,1,5,4.0,6.0,12.0,0.8333333333333334,10.0,0,0,0,0,0,yes
avro,"List<Schema> parsedNamedSchemas()",main,4,2,1,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,yes
avro,"void rollback()",main,3,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,yes
avro,"List<Schema> resolveAllSchemas()",main,5,3,1,0,0,3,0,3,3.0,3.0,4.754887502163469,0.0,0.0,0,0,0,0,0,yes
avro,"void ensureSchemasAreResolved()",main,22,19,3,2,2,21,2,29,23.0,31.0,140.2304206377674,1.380952380952381,193.6515332616788,1,0,0,0,0,yes
avro,"Schema resolve(Schema)",main,16,9,2,1,3,15,3,23,18.0,26.0,108.41805003750011,2.3000000000000003,249.36151508625028,1,0,0,0,0,yes
